time,altitude,speed,mass
175.72,38539.85,1036.96,95296234.375
175.82,38619.89,1039.0,95213382.812
175.9,38684.01,1040.64,95147101.562
176.02,38780.33,1043.1,95047679.688
176.12,38860.72,1045.16,94964828.125
176.22,38941.23,1047.21,94881968.75
176.32,39021.86,1049.27,94799117.188
176.42,39102.61,1051.34,94716265.625
176.52,39183.47,1053.4,94633414.062
176.6,39248.25,1055.06,94567132.812
176.72,39345.56,1057.55,94467710.938
176.82,39426.79,1059.62,94384859.375
176.92,39508.13,1061.7,94302007.812
177.02,39589.59,1063.79,94219156.25
177.12,39671.18,1065.87,94136304.688
177.22,39752.88,1067.96,94053453.125
177.32,39834.7,1070.05,93970601.562
177.42,39916.65,1072.15,93887750.0
177.52,39998.72,1074.25,93804898.438
177.62,40080.9,1076.35,93722046.875
177.72,40163.21,1078.45,93639195.312
177.82,40245.64,1080.56,93556343.75
177.92,40328.2,1082.67,93473492.188
178.02,40410.87,1084.79,93390640.625
178.12,40493.67,1086.9,93307789.062
178.22,40576.59,1089.02,93224929.688
178.32,40659.64,1091.15,93142078.125
178.42,40742.81,1093.27,93059226.562
178.52,40826.1,1095.4,92976375.0
178.62,40909.51,1097.54,92893523.438
178.72,40993.05,1099.67,92810671.875
178.82,41076.72,1101.81,92727820.312
178.92,41160.51,1103.95,92644968.75
179.02,41244.42,1106.1,92562117.188
179.12,41328.46,1108.25,92479265.625
179.22,41412.62,1110.4,92396414.062
179.32,41496.91,1112.55,92313562.5
179.42,41581.33,1114.71,92230710.938
179.52,41665.87,1116.87,92147859.375
179.62,41750.54,1119.04,92065007.812
179.72,41835.34,1121.2,91982156.25
179.82,41920.26,1123.37,91899304.688
179.92,42005.31,1125.55,91816453.125
180.02,42090.49,1127.73,91733601.562
180.12,42175.79,1129.91,91650750.0
180.22,42261.23,1132.09,91567898.438
180.32,42346.79,1134.28,91485046.875
180.42,42432.48,1136.46,91402187.5
180.52,42518.3,1138.66,91319335.938
180.62,42604.25,1140.85,91236484.375
180.72,42690.33,1143.05,91153632.812
180.82,42776.54,1145.26,91070781.25
180.92,42862.87,1147.46,90987929.688
181.02,42949.34,1149.67,90905078.125
181.14,43053.28,1152.32,90805656.25
181.22,43122.67,1154.1,90739375.0
181.32,43209.53,1156.31,90656523.438
181.44,43313.94,1158.98,90557101.562
181.52,43383.65,1160.76,90490820.312
181.62,43470.9,1162.99,90407968.75
181.74,43575.78,1165.67,90308546.875
181.82,43645.81,1167.45,90242265.625
181.94,43751.01,1170.14,90142843.75
182.02,43821.24,1171.93,90076562.5
182.14,43926.76,1174.63,89977140.625
182.24,44014.84,1176.87,89894289.062
182.34,44103.05,1179.12,89811429.688
182.44,44191.4,1181.38,89728578.125
182.52,44262.17,1183.18,89662304.688
182.64,44368.5,1185.9,89562875.0
182.74,44457.25,1188.16,89480023.438
182.84,44546.13,1190.43,89397171.875
182.94,44635.15,1192.7,89314320.312
183.04,44724.31,1194.97,89231468.75
183.14,44813.6,1197.25,89148617.188
183.24,44903.03,1199.53,89065765.625
183.34,44992.59,1201.81,88982914.062
183.44,45082.3,1204.1,88900062.5
183.54,45172.13,1206.39,88817210.938
183.64,45262.11,1208.68,88734359.375
183.74,45352.23,1210.98,88651507.812
183.84,45442.48,1213.28,88568656.25
183.94,45532.87,1215.58,88485804.688
184.04,45623.4,1217.88,88402953.125
184.14,45714.06,1220.19,88320101.562
184.24,45804.87,1222.51,88237242.188
184.34,45895.81,1224.82,88154398.438
184.44,45986.87,1225.86,88107437.5
184.48,46023.28,1225.61,88107437.5
184.48,46023.28,1225.61,88107437.5
184.54,46081.18,1226.91,56246484.375
184.68,46208.78,1228.49,56201164.062
184.8,46318.24,1229.87,56162316.406
184.88,46391.25,1230.79,56136421.875
185.0,46500.84,1232.18,56097574.219
185.1,46592.23,1233.33,56065199.219
185.2,46683.68,1234.49,56032828.125
185.3,46775.18,1235.65,56000457.031
185.4,46866.74,1236.81,55968085.938
185.5,46958.37,1237.97,55935714.844
185.6,47050.04,1239.14,55903339.844
185.7,47141.78,1240.3,55870968.75
185.8,47233.58,1241.47,55838597.656
185.9,47325.43,1242.64,55806226.562
186.0,47417.35,1243.81,55773855.469
186.1,47509.32,1244.98,55741484.375
186.18,47582.94,1245.92,55715585.938
186.3,47693.44,1247.33,55676738.281
186.42,47804.03,1248.74,55637890.625
186.5,47877.8,1249.68,55611992.188
186.62,47988.53,1251.09,55573148.438
186.72,48080.88,1252.27,55540777.344
186.8,48154.8,1253.22,55514878.906
186.92,48265.76,1254.63,55476031.25
187.02,48358.32,1255.81,55443660.156
187.12,48450.96,1256.99,55411289.062
187.22,48543.66,1258.18,55378914.062
187.32,48636.42,1259.36,55346546.875
187.42,48729.23,1260.51,55314171.875
187.52,48822.06,1261.64,55281800.781
187.62,48914.92,1262.73,55249429.688
187.72,49007.8,1263.8,55217058.594
187.82,49100.68,1264.84,55184683.594
187.92,49193.56,1265.88,55152312.5
188.0,49267.87,1266.7,55126414.062
188.1,49360.76,1267.74,55094042.969
188.2,49453.65,1268.77,55061667.969
188.3,49546.54,1269.8,55029300.781
188.4,49639.43,1270.83,54996929.688
188.5,49732.32,1271.87,54964554.688
188.6,49825.21,1272.91,54932183.594
188.7,49918.1,1273.94,54899812.5
188.8,50010.99,1274.98,54867437.5
188.9,50103.88,1276.02,54835070.312
189.0,50196.77,1277.05,54802695.312
189.1,50289.66,1278.09,54770324.219
189.2,50382.54,1279.12,54737953.125
189.22,50401.12,1279.32,54731476.562
189.36,50531.15,1280.77,54686156.25
189.48,50642.6,1282.01,54647312.5
189.58,50735.47,1283.04,54614937.5
189.7,50846.9,1284.27,54576093.75
189.8,50939.76,1285.3,54543722.656
189.9,51032.61,1286.33,54511351.562
190.0,51125.45,1287.36,54478972.656
190.1,51218.29,1288.39,54446605.469
190.2,51311.12,1289.43,54414234.375
190.3,51403.95,1290.46,54381859.375
190.4,51496.76,1291.49,54349488.281
190.5,51589.57,1292.53,54317117.188
190.6,51682.37,1293.56,54284742.188
190.7,51775.17,1294.6,54252375.0
190.8,51867.95,1295.64,54220000.0
190.9,51960.73,1296.68,54187628.906
190.98,52034.95,1297.52,54161734.375
191.1,52146.26,1298.77,54122886.719
191.2,52239.02,1299.82,54090515.625
191.3,52331.76,1300.87,54058140.625
191.4,52424.5,1301.92,54025769.531
191.5,52517.24,1302.98,53993398.438
191.6,52609.96,1304.03,53961023.438
191.7,52702.68,1305.09,53928652.344
191.8,52795.39,1306.15,53896281.25
191.9,52888.09,1307.22,53863910.156
192.0,52980.78,1308.28,53831535.156
192.1,53073.47,1309.35,53799164.062
192.2,53166.15,1310.42,53766792.969
192.3,53258.83,1311.5,53734421.875
192.4,53351.5,1312.57,53702046.875
192.5,53444.16,1313.65,53669679.688
192.6,53536.81,1314.73,53637304.688
192.7,53629.46,1315.82,53604933.594
192.8,53722.1,1316.91,53572562.5
192.9,53814.74,1318.0,53540191.406
193.0,53907.37,1319.09,53507816.406
193.1,54000.0,1320.19,53475445.312
193.2,54092.62,1321.28,53443074.219
193.3,54185.24,1322.38,53410703.125
193.4,54277.85,1323.49,53378332.031
193.5,54370.46,1324.6,53345957.031
193.6,54463.06,1325.71,53313585.938
193.7,54555.66,1326.82,53281214.844
193.8,54648.26,1327.93,53248839.844
193.9,54740.85,1329.05,53216468.75
194.0,54833.44,1330.17,53184097.656
194.1,54926.02,1331.3,53151726.562
194.22,55037.12,1332.65,53112878.906
194.3,55111.18,1333.55,53086984.375
194.42,55222.27,1334.91,53048136.719
194.5,55296.33,1335.82,53022238.281
194.62,55407.41,1337.19,52983394.531
194.72,55499.98,1338.33,52951019.531
194.82,55592.55,1339.47,52918652.344
194.9,55666.6,1340.39,52892750.0
195.02,55777.67,1341.77,52853906.25
195.12,55870.23,1342.92,52821531.25
195.22,55962.8,1344.07,52789160.156
195.32,56055.36,1345.23,52756789.062
195.42,56147.91,1346.39,52724417.969
195.52,56240.47,1347.56,52692046.875
195.6,56314.52,1348.49,52666148.438
195.7,56407.08,1349.66,52633777.344
195.82,56518.15,1351.06,52594929.688
195.92,56610.71,1352.24,52562558.594
196.02,56703.27,1353.41,52530183.594
196.12,56795.83,1354.59,52497812.5
196.22,56888.39,1355.77,52465441.406
196.32,56980.95,1356.96,52433070.312
196.42,57073.52,1358.15,52400695.312
196.52,57166.08,1359.34,52368324.219
196.62,57258.65,1360.53,52335953.125
196.72,57351.22,1361.73,52303582.031
196.8,57425.27,1362.68,52277683.594
196.92,57536.36,1364.12,52238835.938
197.02,57628.94,1365.33,52206464.844
197.12,57721.52,1366.53,52174093.75
197.22,57814.1,1367.74,52141722.656
197.32,57906.68,1368.95,52109351.562
197.42,57999.27,1370.17,52076980.469
197.52,58091.86,1371.38,52044605.469
197.62,58184.45,1372.6,52012234.375
197.72,58277.05,1373.82,51979863.281
197.82,58369.66,1375.05,51947488.281
197.92,58462.26,1376.27,51915117.188
198.02,58554.87,1377.5,51882746.094
198.12,58647.49,1378.74,51850375.0
198.2,58721.58,1379.72,51824476.562
198.32,58832.73,1381.21,51785628.906
198.42,58925.36,1382.45,51753257.812
198.52,59018.0,1383.69,51720886.719
198.62,59110.64,1384.93,51688511.719
198.72,59203.28,1386.18,51656144.531
198.82,59295.94,1387.43,51623769.531
198.92,59388.59,1388.68,51591398.438
199.02,59481.26,1389.93,51559027.344
199.12,59573.93,1391.19,51526656.25
199.22,59666.6,1392.45,51494281.25
199.32,59759.28,1393.71,51461910.156
199.42,59851.97,1394.97,51429539.062
199.52,59944.67,1396.24,51397167.969
199.62,60037.37,1397.51,51364796.875
199.72,60130.08,1398.78,51332421.875
199.82,60222.8,1400.05,51300054.688
199.94,60334.07,1401.58,51261203.125
200.02,60408.26,1402.61,51235304.688
200.14,60519.55,1404.14,51196460.938
200.24,60612.3,1405.43,51164089.844
200.34,60705.05,1406.71,51131718.75
200.42,60779.27,1407.74,51105820.312
200.54,60890.59,1409.29,51066976.562
200.64,60983.38,1410.59,51034601.562
200.74,61076.17,1411.88,51002226.562
200.84,61168.97,1413.18,50969855.469
200.94,61261.78,1414.48,50937484.375
201.04,61354.6,1415.78,50905113.281
201.14,61447.43,1417.09,50872742.188
201.24,61540.27,1418.4,50840367.188
201.34,61633.11,1419.71,50807996.094
201.44,61725.97,1421.02,50775625.0
201.54,61818.84,1422.33,50743253.906
201.64,61911.72,1423.65,50710882.812
201.74,62004.6,1424.97,50678511.719
201.84,62097.5,1426.29,50646136.719
201.94,62190.41,1427.61,50613765.625
202.04,62283.33,1428.94,50581394.531
202.14,62376.26,1430.27,50549023.438
202.24,62469.2,1431.6,50516648.438
202.34,62562.16,1432.93,50484277.344
202.44,62655.12,1434.27,50451906.25
202.54,62748.1,1435.61,50419535.156
202.64,62841.09,1436.95,50387164.062
202.74,62934.09,1438.29,50354789.062
202.84,63027.1,1439.63,50322417.969
202.94,63120.12,1440.98,50290046.875
203.04,63213.16,1442.33,50257675.781
203.14,63306.2,1443.68,50225300.781
203.24,63399.26,1445.04,50192933.594
203.34,63492.34,1446.39,50160562.5
203.44,63585.42,1447.75,50128187.5
203.54,63678.52,1449.11,50095812.5
203.64,63771.63,1450.48,50063445.312
203.74,63864.76,1451.84,50031070.312
203.84,63957.9,1453.21,49998699.219
203.94,64051.05,1454.58,49966328.125
204.04,64144.21,1455.95,49933953.125
204.14,64237.39,1457.32,49901585.938
204.24,64330.59,1458.7,49869210.938
204.34,64423.79,1460.08,49836839.844
204.44,64517.02,1461.46,49804468.75
204.54,64610.25,1462.85,49772093.75
204.64,64703.5,1464.23,49739722.656
204.74,64796.77,1465.62,49707351.562
204.84,64890.05,1467.01,49674980.469
204.94,64983.34,1468.4,49642609.375
205.04,65076.65,1469.8,49610234.375
205.14,65169.98,1471.19,49577863.281
205.24,65263.32,1472.59,49545496.094
205.34,65356.67,1474.0,49513121.094
205.44,65450.05,1475.4,49480746.094
205.54,65543.43,1476.81,49448375.0
205.66,65655.52,1478.5,49409531.25
205.76,65748.94,1479.91,49377160.156
205.84,65823.69,1481.04,49351261.719
205.96,65935.84,1482.74,49312414.062
206.06,66029.31,1484.15,49280039.062
206.16,66122.8,1485.57,49247671.875
206.26,66216.3,1487.0,49215296.875
206.34,66291.12,1488.14,49189402.344
206.46,66403.37,1489.85,49150554.688
206.56,66496.92,1491.28,49118183.594
206.64,66571.78,1492.42,49092285.156
206.74,66665.37,1493.86,49059914.062
206.86,66777.7,1495.58,49021062.5
206.96,66871.33,1497.02,48988695.312
207.04,66946.24,1498.17,48962796.875
207.16,67058.64,1499.9,48923949.219
207.26,67152.32,1501.34,48891578.125
207.36,67246.02,1502.79,48859207.031
207.46,67339.74,1504.24,48826835.938
207.56,67433.48,1505.69,48794464.844
207.66,67527.23,1507.15,48762089.844
207.76,67621.01,1508.6,48729718.75
207.86,67714.8,1510.06,48697347.656
207.94,67789.85,1511.23,48671449.219
208.06,67902.45,1512.98,48632605.469
208.16,67996.3,1514.45,48600234.375
208.26,68090.17,1515.91,48567859.375
208.36,68184.07,1517.38,48535488.281
208.46,68277.98,1518.85,48503117.188
208.56,68371.91,1520.33,48470742.188
208.66,68465.86,1521.8,48438371.094
208.76,68559.83,1523.28,48406000.0
208.86,68653.83,1524.76,48373628.906
208.94,68729.04,1525.95,48347730.469
209.06,68841.88,1527.73,48308882.812
209.16,68935.93,1529.22,48276511.719
209.26,69030.01,1530.7,48244140.625
209.36,69124.1,1532.2,48211769.531
209.46,69218.22,1533.69,48179394.531
209.56,69312.36,1535.18,48147023.438
209.66,69406.53,1536.68,48114652.344
209.76,69500.71,1538.18,48082281.25
209.86,69594.92,1539.69,48049910.156
209.96,69689.14,1541.19,48017535.156
210.06,69783.39,1542.7,47985164.062
210.16,69877.67,1544.21,47952792.969
210.26,69971.96,1545.72,47920417.969
210.36,70066.28,1547.23,47888050.781
210.46,70160.63,1548.75,47855675.781
210.56,70255.0,1550.26,47823304.688
210.66,70349.39,1551.78,47790933.594
210.76,70443.81,1553.3,47758558.594
210.82,70500.47,1554.22,47739136.719
210.94,70613.76,1556.01,46986855.469
211.06,70727.13,1557.88,46948011.719
211.16,70821.64,1559.44,46915636.719
211.26,70916.17,1561.01,46883265.625
211.36,71010.73,1562.57,46850894.531
211.46,71105.31,1564.14,46818523.438
211.56,71199.92,1565.71,46786152.344
211.68,71313.49,1567.6,46747304.688
211.76,71389.23,1568.86,46721406.25
211.88,71502.86,1570.75,46682562.5
211.98,71597.58,1572.34,46650187.5
212.08,71692.33,1573.92,46617816.406
212.18,71787.1,1575.5,46585445.312
212.26,71862.94,1576.77,46559546.875
212.38,71976.74,1578.68,46520699.219
212.48,72071.59,1580.28,46488328.125
212.58,72166.48,1581.87,46455957.031
212.68,72261.39,1583.47,46423582.031
212.76,72337.34,1584.75,46397687.5
212.88,72451.3,1586.67,46358843.75
212.98,72546.29,1588.27,46326468.75
213.08,72641.32,1589.88,46294093.75
213.18,72736.37,1591.49,46261726.562
213.28,72831.46,1593.1,46229351.562
213.38,72926.57,1594.72,46196980.469
213.48,73021.71,1596.33,46164609.375
213.58,73116.88,1597.95,46132238.281
213.68,73212.08,1599.57,46099867.188
213.78,73307.31,1601.19,46067492.188
213.88,73402.57,1602.81,46035121.094
213.98,73497.85,1604.44,46002750.0
214.08,73593.17,1606.07,45970378.906
214.18,73688.52,1607.7,45938007.812
214.26,73764.81,1609.0,45912109.375
214.38,73879.3,1610.96,45873261.719
214.48,73974.73,1612.6,45840890.625
214.58,74070.2,1614.24,45808519.531
214.68,74165.7,1615.88,45776144.531
214.78,74261.22,1617.52,45743773.438
214.88,74356.78,1619.17,45711402.344
214.98,74452.37,1620.82,45679027.344
215.08,74547.99,1622.47,45646656.25
215.18,74643.64,1624.12,45614289.062
215.28,74739.33,1625.77,45581914.062
215.38,74835.04,1627.43,45549542.969
215.48,74930.79,1629.09,45517167.969
215.58,75026.57,1630.75,45484796.875
215.66,75103.21,1632.08,45458902.344
215.78,75218.21,1634.08,45420054.688
215.88,75314.08,1635.75,45387683.594
215.98,75409.99,1637.42,45355308.594
216.08,75505.93,1639.09,45322937.5
216.18,75601.9,1640.77,45290570.312
216.28,75697.9,1642.45,45258195.312
216.38,75793.94,1644.12,45225824.219
216.4,75813.15,1644.46,45219347.656
216.54,75947.67,1646.82,45174031.25
216.66,76063.01,1648.84,45135183.594
216.76,76159.17,1650.53,45102812.5
216.86,76255.37,1652.22,45070437.5
216.96,76351.6,1653.91,45038066.406
217.06,76447.87,1655.6,45005695.312
217.16,76544.17,1657.3,44973324.219
217.26,76640.51,1659.0,44940949.219
217.36,76736.86,1659.41,44928000.0
217.46,76833.17,1658.97,44928000.0
217.56,76929.44,1658.53,44928000.0
217.66,77025.67,1658.08,44928000.0
217.76,77121.86,1657.64,44928000.0
217.86,77218.01,1657.2,44928000.0
217.96,77314.11,1656.75,44928000.0
218.06,77410.18,1656.31,44928000.0
218.18,77525.4,1655.78,44928000.0
218.26,77602.18,1655.42,44928000.0
218.34,77681.55,1655.08,13611000.0
218.46,77796.62,1654.64,13611000.0
218.56,77892.48,1654.19,13611000.0
218.66,77988.29,1653.75,13611000.0
218.76,78084.07,1653.31,13611000.0
218.88,78198.95,1652.78,13611000.0
218.98,78294.63,1652.34,13611000.0
219.08,78390.27,1651.9,13611000.0
219.18,78485.88,1651.46,13611000.0
219.28,78581.44,1651.02,13611000.0
219.38,78676.95,1650.58,13611000.0
219.48,78772.43,1650.14,13611000.0
219.58,78867.87,1649.7,13611000.0
219.66,78944.18,1649.34,13611000.0
219.78,79058.61,1648.82,13611000.0
219.88,79153.92,1648.38,13611000.0
219.98,79249.19,1647.94,13611000.0
220.08,79344.42,1647.5,13611000.0
220.18,79439.61,1647.06,13611000.0
220.28,79534.75,1646.62,13611000.0
220.38,79629.85,1646.18,13611000.0
220.48,79724.92,1645.75,13611000.0
220.58,79819.94,1645.31,13611000.0
220.68,79914.92,1644.87,13611000.0
220.78,80009.85,1644.43,13611000.0
220.88,80104.75,1643.99,13611000.0
220.98,80199.6,1643.56,13611000.0
221.08,80294.42,1643.12,13611000.0
221.18,80389.19,1642.68,13611000.0
221.28,80483.92,1642.25,13611000.0
221.38,80578.61,1641.81,13611000.0
221.48,80673.25,1641.37,13611000.0
221.58,80767.86,1640.94,13611000.0
221.68,80862.43,1640.5,13611000.0
221.78,80956.95,1640.07,13611000.0
221.88,81051.43,1639.63,13611000.0
221.98,81145.87,1639.2,13611000.0
222.08,81240.27,1638.76,13611000.0
222.18,81334.63,1638.33,13611000.0
222.28,81428.94,1637.89,13611000.0
222.38,81523.22,1637.46,13611000.0
222.48,81617.45,1637.02,13611000.0
222.58,81711.65,1636.59,13611000.0
222.68,81805.8,1636.16,13611000.0
222.78,81899.91,1635.72,13611000.0
222.88,81993.98,1635.29,13611000.0
222.98,82088.0,1634.86,13611000.0
223.08,82181.99,1634.42,13611000.0
223.18,82275.93,1633.99,13611000.0
223.28,82369.84,1633.56,13611000.0
223.44,82538.14,1632.78,13611000.0
224.03,83092.68,1630.23,13611000.0
225.11,84102.55,1625.57,13611000.0
226.69,85562.11,1618.85,13611000.0
228.75,87460.96,1610.11,13611000.0
231.3,89785.89,1599.4,13611000.0
233.69,91942.9,1589.47,13611000.0
237.87,95652.97,1572.39,13611000.0
241.9,99157.23,1556.26,13611000.0
245.47,102213.67,1542.19,13611000.0
250.35,106311.46,1523.31,13611000.0
256.35,111216.08,1500.7,13611000.0
261.35,115195.16,1482.34,13611000.0
266.35,119076.69,1464.41,13611000.0
271.35,122861.31,1446.9,13611000.0
276.35,126549.64,1429.82,13611000.0
281.35,130142.32,1413.15,13611000.0
286.35,133639.91,1396.89,13611000.0
291.35,137043.0,1381.04,13611000.0
296.35,140352.13,1365.6,13611000.0
301.35,143567.84,1350.56,13611000.0
303.35,144828.08,1344.65,13611000.0
305.35,146073.5,1338.81,13611000.0
310.35,149122.34,1324.49,13611000.0
316.35,152659.53,1307.83,13611000.0
321.35,155506.56,1294.38,13611000.0
327.35,158802.88,1278.76,13611000.0
331.35,160927.99,1268.67,13611000.0
336.35,163503.25,1256.4,13611000.0
341.35,165988.73,1244.52,13611000.0
346.35,168384.84,1233.04,13611000.0
351.35,170691.92,1221.96,13611000.0
356.35,172910.34,1211.27,13611000.0
362.35,175455.87,1198.96,13611000.0
367.35,177480.38,1189.14,13611000.0
372.35,179417.26,1179.72,13611000.0
377.35,181266.78,1170.7,13611000.0
382.35,183029.23,1162.07,13611000.0
387.35,184704.88,1153.85,13611000.0
392.35,186293.96,1146.04,13611000.0
397.35,187796.71,1138.62,13611000.0
402.35,189213.36,1131.62,13611000.0
407.35,190544.11,1125.02,13611000.0
412.35,191789.16,1118.83,13611000.0
417.35,192948.69,1113.06,13611000.0
422.35,194022.88,1107.7,13611000.0
427.35,195011.87,1102.75,13611000.0
432.35,195915.81,1098.22,13611000.0
437.35,196734.83,1094.11,13611000.0
442.35,197469.05,1090.42,13611000.0
447.35,198118.58,1087.15,13611000.0
452.35,198683.51,1084.31,13611000.0
457.24,199153.67,1081.93,13611000.0
461.65,199509.21,1080.14,13611000.0
465.57,199770.09,1078.82,13611000.0
469.0,199955.73,1077.88,13611000.0
471.95,200083.32,1077.24,13611000.0
474.4,200167.35,1076.81,13611000.0
476.36,200219.95,1076.55,13611000.0
477.83,200250.89,1076.39,13611000.0
478.82,200267.45,1076.3,13611000.0
479.31,200274.55,1076.27,13611000.0
479.43,200275.97,1078.26,13598572.266
479.53,200277.7,1081.56,13577859.375
479.63,200279.74,1084.83,13557146.484
479.73,200282.11,1088.19,13536433.594
479.83,200284.78,1091.72,13515720.703
479.93,200287.73,1095.47,13495007.812
480.03,200290.95,1099.44,13474293.945
480.13,200294.4,1103.61,13453581.055
480.23,200298.05,1107.96,13432868.164
480.33,200301.87,1112.45,13412155.273
480.43,200305.84,1117.05,13391442.383
480.53,200309.92,1121.73,13370729.492
480.63,200314.09,1126.48,13350016.602
480.73,200318.33,1131.27,13329303.711
480.83,200322.63,1136.09,13308590.82
480.93,200326.96,1140.94,13287877.93
481.03,200331.32,1145.8,13267165.039
481.13,200335.69,1150.68,13246451.172
481.23,200340.07,1155.57,13225738.281
481.33,200344.44,1160.47,13205025.391
481.43,200348.81,1165.37,13184312.5
481.55,200354.03,1171.27,13159457.031
481.63,200357.49,1175.21,13142886.719
481.75,200362.67,1181.13,13118031.25
481.85,200366.95,1186.07,13097317.383
481.95,200371.2,1191.01,13076605.469
482.03,200374.59,1194.97,13060035.156
482.15,200379.62,1200.92,13035178.711
482.25,200383.78,1205.89,13014465.82
482.35,200387.9,1210.86,12993752.93
482.45,200391.98,1215.85,12973040.039
482.55,200396.03,1220.84,12952327.148
482.65,200400.03,1225.83,12931614.258
482.75,200403.99,1230.84,12910901.367
482.85,200407.91,1235.85,12890188.477
482.95,200411.78,1240.87,12869474.609
483.05,200415.6,1245.89,12848762.695
483.15,200419.37,1250.93,12828049.805
483.25,200423.1,1255.97,12807335.938
483.35,200426.77,1261.02,12786623.047
483.45,200430.4,1266.08,12765910.156
483.55,200433.97,1271.14,12745197.266
483.65,200437.49,1276.22,12724484.375
483.75,200440.96,1281.3,12703771.484
483.85,200444.37,1286.39,12683058.594
483.95,200447.73,1291.49,12662345.703
484.05,200451.03,1296.6,12641631.836
484.15,200454.28,1301.71,12620918.945
484.25,200457.47,1306.84,12600206.055
484.35,200460.61,1311.97,12579494.141
484.45,200463.69,1317.11,12558780.273
484.55,200466.72,1322.26,12538067.383
484.65,200469.7,1327.42,12517354.492
484.75,200472.61,1332.59,12496641.602
484.85,200475.48,1337.77,12475928.711
484.95,200478.29,1342.96,12455215.82
485.05,200481.04,1348.16,12434502.93
485.15,200483.74,1353.36,12413789.062
485.25,200486.39,1358.58,12393076.172
485.35,200488.98,1363.8,12372363.281
485.45,200491.52,1369.04,12351650.391
485.55,200494.01,1374.28,12330937.5
485.65,200496.45,1379.53,12310224.609
485.75,200498.83,1384.8,12289511.719
485.85,200501.17,1390.07,12268798.828
485.95,200503.45,1395.35,12248085.938
486.05,200505.68,1400.64,12227372.07
486.15,200507.87,1405.94,12206660.156
486.25,200510.0,1411.25,12185947.266
486.35,200512.09,1416.57,12165233.398
486.45,200514.13,1421.9,12144520.508
486.57,200516.51,1428.31,12119665.039
486.67,200518.44,1433.66,12098952.148
486.77,200520.33,1439.02,12078239.258
486.85,200521.81,1443.32,12061668.945
486.97,200523.97,1449.77,12036813.477
487.07,200525.73,1455.16,12016099.609
487.17,200527.44,1460.56,11995387.695
487.27,200529.1,1465.97,11974674.805
487.37,200530.73,1471.39,11953961.914
487.47,200532.31,1476.82,11933248.047
487.57,200533.85,1482.26,11912535.156
487.67,200535.35,1487.71,11891822.266
487.77,200536.81,1493.17,11871109.375
487.87,200538.23,1498.64,11850396.484
487.97,200539.62,1504.12,11829683.594
488.07,200540.96,1509.61,11808970.703
488.17,200542.27,1515.11,11788257.812
488.27,200543.54,1520.62,11767543.945
488.37,200544.77,1526.14,11746832.031
488.47,200545.97,1531.67,11726118.164
488.57,200547.13,1537.21,11705405.273
488.67,200548.26,1542.76,11684692.383
488.77,200549.36,1548.32,11663979.492
488.87,200550.42,1553.89,11643266.602
488.97,200551.45,1559.47,11622553.711
489.07,200552.45,1565.06,11601840.82
489.17,200553.41,1570.67,11581127.93
489.27,200554.35,1576.28,11560415.039
489.37,200555.25,1581.9,11539701.172
489.47,200556.13,1587.53,11518988.281
489.57,200556.97,1593.18,11498275.391
489.67,200557.79,1598.83,11477562.5
489.77,200558.58,1604.49,11456849.609
489.87,200559.34,1610.17,11436136.719
489.97,200560.08,1615.85,11415423.828
490.07,200560.78,1621.55,11394710.938
490.17,200561.47,1627.25,11373998.047
490.27,200562.12,1632.97,11353285.156
490.37,200562.76,1638.7,11332572.266
490.47,200563.37,1644.44,11311858.398
490.57,200563.95,1650.19,11291145.508
490.67,200564.51,1655.94,11270432.617
490.77,200565.05,1661.72,11249719.727
490.87,200565.57,1667.5,11229006.836
490.97,200566.06,1673.29,11208293.945
491.07,200566.54,1679.09,11187581.055
491.17,200566.99,1684.9,11166868.164
491.29,200567.51,1691.9,11142012.695
491.37,200567.84,1696.56,11125442.383
491.49,200568.32,1703.58,11100585.938
491.57,200568.62,1708.27,11084015.625
491.69,200569.04,1715.31,11059160.156
491.77,200569.32,1720.02,11042589.844
491.89,200569.7,1727.09,11017734.375
491.97,200569.95,1731.81,11001164.062
492.09,200570.3,1738.91,10976308.594
492.19,200570.57,1744.83,10955595.703
492.29,200570.83,1750.77,10934881.836
492.39,200571.08,1756.72,10914168.945
492.47,200571.26,1761.49,10897598.633
492.59,200571.52,1768.66,10872743.164
492.69,200571.73,1774.64,10852030.273
492.79,200571.92,1780.64,10831317.383
492.89,200572.1,1786.64,10810604.492
492.99,200572.27,1792.66,10789891.602
493.09,200572.42,1798.69,10769178.711
493.19,200572.57,1804.73,10748465.82
493.29,200572.7,1810.79,10727751.953
493.39,200572.83,1816.85,10707040.039
493.49,200572.94,1822.93,10686326.172
493.59,200573.05,1829.02,10665613.281
493.69,200573.15,1835.12,10644900.391
493.79,200573.24,1841.23,10624187.5
493.89,200573.32,1847.36,10603474.609
493.99,200573.4,1853.49,10582761.719
494.09,200573.47,1859.64,10562048.828
494.19,200573.53,1865.8,10541335.938
494.29,200573.59,1865.8,10541335.938
494.39,200573.65,1865.8,10541335.938
494.49,200573.71,1865.8,10541335.938
494.59,200573.77,1865.8,10541335.938
494.69,200573.83,1865.8,10541335.938
494.79,200573.89,1865.8,10541335.938
494.89,200573.95,1865.8,10541335.938
494.99,200574.01,1865.8,10541335.938
495.09,200574.07,1865.8,10541335.938
495.17,200574.12,1865.8,10541335.938
495.27,200574.19,1865.8,5326000.0
495.39,200574.26,1866.03,5326000.0
