time,altitude,apoapsis,periapsis,speed,mass,thrust,stage,phase
572.10,316253.46,550230.78,-5248.75,1661.98,10200.00,0.00,2,PHASE3_COAST
573.10,316855.19,550230.43,-5248.66,1660.48,10200.00,0.00,2,PHASE3_COAST
574.10,317456.32,550230.09,-5248.57,1658.99,10200.00,0.00,2,PHASE3_COAST
575.10,318056.83,550229.74,-5248.47,1657.50,10200.00,0.00,2,PHASE3_COAST
576.10,318656.74,550229.40,-5248.38,1656.01,10200.00,0.00,2,PHASE3_COAST
577.10,319256.03,550229.06,-5248.29,1654.52,10200.00,0.00,2,PHASE3_COAST
578.10,319854.71,550228.71,-5248.20,1653.04,10200.00,0.00,2,PHASE3_COAST
579.10,320452.77,550228.37,-5248.11,1651.56,10200.00,0.00,2,PHASE3_COAST
580.10,321050.21,550228.03,-5248.02,1650.08,10200.00,0.00,2,PHASE3_COAST
581.10,321647.03,550227.69,-5247.92,1648.60,10200.00,0.00,2,PHASE3_COAST
582.10,322243.24,550227.35,-5247.83,1647.13,10200.00,0.00,2,PHASE3_COAST
583.10,322838.82,550227.01,-5247.74,1645.65,10200.00,0.00,2,PHASE3_COAST
584.10,323433.78,550226.67,-5247.65,1644.18,10200.00,0.00,2,PHASE3_COAST
585.10,324028.11,550226.33,-5247.56,1642.71,10200.00,0.00,2,PHASE3_COAST
586.10,324621.82,550225.99,-5247.47,1641.25,10200.00,0.00,2,PHASE3_COAST
587.10,325214.89,550225.65,-5247.38,1639.78,10200.00,0.00,2,PHASE3_COAST
588.10,325807.34,550225.32,-5247.29,1638.32,10200.00,0.00,2,PHASE3_COAST
589.10,326399.16,550224.98,-5247.20,1636.86,10200.00,0.00,2,PHASE3_COAST
590.10,326990.35,550224.65,-5247.11,1635.40,10200.00,0.00,2,PHASE3_COAST
591.10,327580.90,550224.31,-5247.02,1633.95,10200.00,0.00,2,PHASE3_COAST
592.10,328170.82,550223.98,-5246.93,1632.49,10200.00,0.00,2,PHASE3_COAST
593.10,328760.10,550223.64,-5246.84,1631.04,10200.00,0.00,2,PHASE3_COAST
594.10,329348.74,550223.31,-5246.75,1629.59,10200.00,0.00,2,PHASE3_COAST
595.10,329936.75,550222.98,-5246.66,1628.15,10200.00,0.00,2,PHASE3_COAST
596.10,330524.11,550222.64,-5246.58,1626.70,10200.00,0.00,2,PHASE3_COAST
597.10,331110.83,550222.31,-5246.49,1625.26,10200.00,0.00,2,PHASE3_COAST
598.10,331696.91,550221.98,-5246.40,1623.82,10200.00,0.00,2,PHASE3_COAST
599.10,332282.34,550221.65,-5246.31,1622.38,10200.00,0.00,2,PHASE3_COAST
